Indus ID,Ref. No,District,Survey  Date,Site Category,Tower Type,Existing no Of Poles,Tower  Config,Tower Height,Normal,EB Phase,EB Availability (Hours),A/C-1(TR),Site  type,DG/NonDG,Static DG-Kva,Static  DG-Make,SMPS 1 Make,SMPS Module Capacity(W),No. of BB Connected to the SMPS,Opco Present,Tenancy,Final Telecom Load (in KW)
IN-1052774,RRL,Satara,2021-10-27,OD with DG,GBT,0,Tubular,40,Normal,3,16,Non AC,OD,DG,25,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,8.92704
IN-1093493,RRL,Satara,2021-10-27,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,16,NCU,COD,DG,15,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.2495
IN-1052576,RRL,Satara,2021-10-27,Natural Cooling with DG,GBT,0,Tubular,40,Hub,3,16,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,9.44764
IN-1093223,RRL,Thane,2021-10-27,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,16,NCU,COD,DG,25,Kirloskar,NexGen Emerson,4000,1,Airtel VIL BSNL,3,4.42272
IN-1055532,RRL,Thane,2021-10-27,Natural Cooling with DG,RTT,3,Tubular,18,HUB,3,16,NCU,COD,DG,25,Kirloskar,Emerson,3200,2,Airtel VIL,2,5.43213
IN-1093486,RRL,Akola,2021-10-27,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Eicher,Emerson,3200,1,Airtel VIL,2,4.06707
IN-1093501,RRL,Akola,2021-10-27,ID+OD with 3.76TR,GBT,0,Tubular,50,Hub,3,18,3.76,ID AC,DG,15,Mahindra,IIPMS Delta,4000,2,Airtel VIL,2,5.88055
IN-1098502,RRL,Sangli,2021-10-27,FCU with DG,GBT,0,Tubular,50,Normal,3,18,FCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,8.2732
IN-1806993,RRL,Palghar,2021-10-28,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.663616
IN-1093592,RRL,Sangli,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,50,HUB,3,16,NCU,COD,DG,15,Eicher,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.655
IN-1078184,RRL,Sangli,2021-10-28,FCU with DG,GBT,0,Tubular,50,Normal,3,18,FCU,COD,DG,15,Mahindra,NexGen Delta,4000,1, Airtel VIL Reliance Jio,3,6.7522
IN-1052856,RRL,Pune,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,20,NCU,COD,DG,25,Mahindra,Emerson,3200,2,Airtel VIL,2,6.7415
IN-1053963,RRL,Latur,2021-10-28,Natural Cooling with DG,GBT,0,Angular,70,Hub,3,8,NCU,COD,DG,15,Eicher,Emerson,3200,1,Airtel VIL,2,3.1635
IN-1250767,RRL,Ahmednagar,2021-10-28,FCU with DG,GBT,0,Angular,50,Normal,3,18,FCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel,1,3.87305
IN-1093132,RRL,Nanded,2021-10-28,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,15,Kirloskar,NexGen Emerson,4000,1,Airtel,1,1.526
IN-1024079,RRL,Jalna,2021-10-28,ID+OD with 3.76TR,GBT,0,Angular,50,Hub,3,16,3.76,ID AC,DG,40,Mahindra,Delta,4000,2,Airtel VIL,2,8.57644
IN-1383521,RRL,Ahmednagar,2021-10-28,OD without DG,RTT,0,Angular,15,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.2012
IN-1382722,RRL,Pune City,2021-10-28,OD without DG,RTP,3,Tubular,9,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.03625
IN-1813882,RRL,Raigad,2021-10-28,OD without DG,RTP,2,Tubular,9,Normal,3,19,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,0.94276
IN-3000545,RRL,Nashik,2021-10-28,OD without DG,GBM,0,Tubular,40,Normal,3,12,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.558924
IN-1371015,RRL,Buldhana,2021-10-28,OD without DG,GBM,0,Tubular,30,Normal,1,14,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.4112
IN-1737459,RRL,Pune,2021-10-28,OD without DG,RTP,3,Tubular,6,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.6962
IN-1534128,RRL,Buldhana,2021-10-28,OD without DG,RTP,2,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.4345
IN-1398441,RRL,Nashik,2021-10-28,OD without DG,GBM,0,Tubular,30,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,3.6992
IN-1117065,RRL,Osmanabad,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,15,Kirloskar,Delta,4000,1,Airtel VIL,2,4.9609
IN-1078366,RRL,Latur,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,8,NCU,COD,DG,15,Eicher,NexGen Emerson,4000,1,Airtel,1,2.67206
IN-1108771,RRL,Latur,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,10,NCU,COD,DG,15,Eicher,NexGen Delta,4000,2,Airtel VIL,2,3.84312
IN-1078397,RRL,Latur,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,15,Kirloskar,Delta,4000,1,Airtel VIL,2,3.905176
IN-1071180,RRL,Nanded,2021-10-28,OD with DG,GBT,0,Tubular,50,Normal,3,22,Non AC,OD,DG,15,Mahindra,NexGen Delta,4000,1,Airtel,1,1.9856
IN-1093175,RRL,Nanded,2021-10-28,OD with DG,GBT,0,Tubular,50,Normal,3,20,Non AC,OD,DG,15,Eicher,Emerson,3200,1,Airtel,1,2.2575
IN-1093563,RRL,Satara,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,16,NCU,COD,DG,15,Mahindra,Delta,4000,2,Airtel VIL,2,7.36576
IN-1093285,RRL,Satara,2021-10-28,OD with DG,GBT,0,Tubular,50,Normal,3,16,Non AC,OD,DG,15,Wilson,NexGen Delta,4000,2,Airtel VIL,2,5.88452
IN-1053477,RRL,Raigad,2021-10-28,OD with DG,GBT,0,Tubular,50,Normal,3,20,Non AC,OD,DG,15,Kirloskar,Delta,4000,1,Airtel,1,2.36312
IN-1070683,RRL,Buldhana,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Delta,4000,1,Airtel,1,3.105914
IN-1092196,RRL,Nashik,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,16,NCU,COD,DG,15,Mahindra,Emerson,3200,2,Airtel VIL,2,6.1788
IN-1078398,RRL,Latur,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,20,NCU,COD,DG,15,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.2445
IN-1053434,RRL,Pune,2021-10-28,OD with DG,GBT,0,Tubular,50,Hub,3,20,Non AC,OD,DG,25,Mahindra,NexGen Emerson,4000,1, Airtel VIL Reliance Jio,3,6.76755
IN-1053799,RRL,Pune,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,55,Normal,3,18,NCU,COD,DG,25,Eicher,NexGen Delta,4000,1,Airtel VIL,2,6.916116
IN-1052943,RRL,Pune,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,40,Hub,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,2,Airtel VIL BSNL,3,6.33185
IN-1069985,RRL,Pune,2021-10-28,Natural Cooling with DG,GBT,0,Angular,40,Hub,3,20,NCU,COD,DG,25,Kirloskar,Delta,4000,2,Airtel VIL,2,6.235845
IN-1250133,RRL,Pune City,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,8.0406
IN-1124750,RRL,Jalna,2021-10-28,ID+OD with 3TR,GBT,0,Angular,50,Normal,3,22,3,ID AC,DG,15,Kirloskar,Delta,4000,1,Airtel,1,7.266183
IN-1125518,RRL,Thane,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Eicher,NexGen Emerson,4000,2,Airtel Reliance Jio,2,5.42912
IN-1282140,RRL,Bhandara,2021-10-28,Natural Cooling with DG,RTT,0,Angular,18,Normal,3,22,NCU,COD,DG,15,Eicher,IIPMS Delta,4000,2,Airtel VIL,2,7.840053
IN-1498802,RRL,Latur,2021-10-28,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.44893
IN-1379538,RRL,Latur,2021-10-28,OD without DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.0944
IN-1326722,RRL,Latur,2021-10-28,OD without DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.735389
IN-1130413,RRL,Latur,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Eicher,IIPMS Delta,4000,1,Airtel VIL,2,4.356636
IN-1377947,RRL,Ahmednagar,2021-10-28,OD without DG,RTP,1,Tubular,9,Normal,1,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.53386
IN-1299356,RRL,Ahmednagar,2021-10-28,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,Airtel VIL,2,4.96819
IN-1301038,RRL,Gondia,2021-10-28,OD with DG,GBT,0,Angular,40,Normal,3,24,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,1,Airtel VIL,2,5.617192
IN-1386891,RRL,Amravati,2021-10-28,OD without DG,RTT,0,Angular,15,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.6864
IN-1377887,RRL,Yavatmal,2021-10-28,OD without DG,GBM,0,Tubular,30,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,3.6018
IN-1360213,RRL,Thane,2021-10-28,OD without DG,RTP,4,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.69728
IN-1339905,RRL,Thane,2021-10-28,OD without DG,RTP,3,Tubular,7.5,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,2,Airtel VIL,2,9.59619
IN-1055451,RRL,Beed,2021-10-28,OD without DG,GBT,0,Tubular,55,Hub,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,3.283795
IN-1258405,RRL,Aurangabad,2021-10-28,OD with DG,GBT,0,Angular,40,Normal,3,12,Non AC,OD,DG,15,Mahindra,Emerson,3200,1,Airtel,1,1.6182
IN-1238659,RRL,Ahmednagar,2021-10-28,Natural Cooling with DG,RTT,0,Angular,15,Normal,3,18,NCU,COD,DG,15,Ashok Leyland,IIPMS Delta,4000,1, Airtel VIL Reliance Jio,3,8.10992
IN-1310484,RRL,Ahmednagar,2021-10-28,OD without DG,RTT,0,Angular,18,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel BSNL,2,3.213
IN-1071216,RRL,Ahmednagar,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,55,Normal,3,16,NCU,COD,DG,25,Mahindra,Delta,4000,2,Airtel VIL,2,7.2896
IN-1291513,RRL,Thane,2021-10-28,OD without DG,RTP,3,Tubular,9,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,IIPMS Delta,4000,2,Airtel VIL,2,7.3809
IN-1289782,RRL,Thane,2021-10-28,OD with DG,RTP,4,Tubular,9,Normal,3,20,Non AC,OD,DG,25,Mahindra,IIPMS Delta,4000,1,Airtel VIL,2,8.75296
IN-1055403,RRL,North Goa,2021-10-28,Natural Cooling without DG,RTT,0,Tubular,24,Normal,3,20,NCU,COD,Non DG,Non DG,Non DG,Emerson,3200,2,Airtel,1,3.34413
IN-1384261,RRL,Thane,2021-10-28,OD without DG,GBM,0,Tubular,30,Normal,1,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.7872
IN-1053979,RRL,Thane,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,50,HUB,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,1,Airtel VIL,2,4.51584
IN-1053792,RRL,Thane,2021-10-28,OD with DG,GBT,0,Tubular,55,HUB,3,18,Non AC,OD,DG,10,Mahindra,NexGen Emerson,4000,1, Airtel VIL Reliance Jio,3,4.23062
IN-1070057,RRL,Gondia,2021-10-28,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,20,NCU,COD,DG,25,Mahindra,IIPMS Delta,4000,2,Airtel VIL,2,4.15207
IN-1091770,RRL,Gondia,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.59424
IN-1299840,RRL,Chandrapur,2021-10-28,OD without DG,RTP,4,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel VIL,2,4.8546
IN-1242576,RRL,Pune City,2021-10-28,Natural Cooling with DG,RTT,0,Angular,15,Normal,3,22,NCU,COD,DG,15,Ashok Leyland,Delta,4000,2,Airtel VIL,2,6.907628
IN-1066460,RRL,Sangli,2021-10-28,OD with DG,GBT,0,Tubular,50,Normal,3,22,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,1,Airtel VIL,2,5.991786
IN-1066332,RRL,Sangli,2021-10-28,OD with DG,GBT,0,Tubular,55,Normal,3,18,Non AC,OD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,9.28017
IN-1071182,RRL,Sangli,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,18,NCU,COD,DG,15,Eicher,Emerson,3200,1,Airtel VIL,2,4.05
IN-1091925,RRL,Sangli,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,1, Airtel VIL Reliance Jio,3,6.804
IN-1054378,RRL,North Goa,2021-10-28,Natural Cooling with DG,RTT,0,Tubular,18,Normal,3,20,NCU,COD,DG,25,Kirloskar,Emerson,3200,2,Airtel VIL,2,6.0704
IN-1092273,RRL,Chandrapur,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,3.9528
IN-1243809,RRL,Thane,2021-10-28,Natural Cooling with DG,RTT,0,Angular,15,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,2,Airtel VIL,2,6.65
IN-1053168,RRL,Kolhapur,2021-10-28,OD with DG,GBT,0,Tubular,40,Normal,3,20,Non AC,OD,DG,15,Kirloskar,Emerson,3200,1,Airtel VIL,2,4.77204
IN-1122728,RRL,Kolhapur,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,2,Airtel VIL,2,5.9235
IN-1073019,RRL,Kolhapur,2021-10-28,Natural Cooling with DG,RTP,10,Tubular,6,Normal,3,20,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,2,Airtel Reliance Jio,2,7.7792
IN-1066328,RRL,Dhule,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,18,NCU,COD,DG,25,Eicher,NexGen Delta,4000,1,Airtel VIL,2,4.047864
IN-1052971,RRL,Nandurbar,2021-10-28,OD with DG,GBT,0,Tubular,40,Hub,3,18,Non AC,OD,DG,25,Eicher,Emerson,3200,2, Airtel VIL Reliance Jio,3,5.9622
IN-1378535,RRL,Nandurbar,2021-10-28,OD without DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel,1,1.51956
IN-1024744,RRL,Pune,2021-10-28,FCU with DG,RTP,8,Tubular,6,Normal,3,22,FCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel,1,2.50746
IN-1374986,RRL,Thane,2021-10-28,OD without DG,GBM,0,Tubular,24,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,2.9362
IN-1093368,RRL,Amravati,2021-10-28,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,15,NCU,COD,DG,25,Mahindra,Delta,4000,1, Airtel VIL Reliance Jio,3,6.746655
IN-1055086,RRL,Pune City,2021-10-28,OD with DG,RTP,5,Tubular,6,Hub,3,22,Non AC,OD,DG,25,Eicher,Delta,4000,2,Airtel VIL,2,8.14464
IN-1092247,RRL,Yavatmal,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,25,Mahindra,NexGen Delta,4000,2,Airtel VIL BSNL,3,4.13091
IN-1071173,RRL,Gondia,2021-10-28,OD with DG,GBT,0,Tubular,50,Normal,3,22,Non AC,OD,DG,25,Mahindra,Emerson,3200,2,Airtel VIL,2,5.30556
IN-1253482,RRL,Parbhani,2021-10-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel,1,1.4606
IN-1093216,RRL,Nanded,2021-10-29,FCU with DG,GBT,0,Tubular,50,Normal,3,22,FCU,COD,DG,25,Kirloskar,Emerson,3200,1, Airtel VIL Reliance Jio,3,5.3846
IN-1299612,RRL,Nanded,2021-10-29,OD with DG,GBT,0,Angular,40,Normal,3,22,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,1,Airtel VIL,2,5.6135
IN-1092371,RRL,Beed,2021-10-29,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,8.96328
IN-1274866,RRL,Latur,2021-10-29,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,15,Kirloskar,IIPMS Delta,4000,2,Airtel,1,2.21168
IN-1327052,RRL,Beed,2021-10-29,OD without DG,RTT,0,Angular,18,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.22075
IN-1371833,RRL,Nagpur,2021-10-29,OD without DG,RTP,2,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.96786
IN-1342259,RRL,Nagpur,2021-10-29,OD without DG,RTP,4,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,2,Airtel VIL,2,8.751247
IN-1314094,RRL,Pune,2021-10-29,OD without DG,RTT,0,Angular,12,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel VIL,2,9.83529
IN-1309193,RRL,Pune,2021-10-29,OD without DG,RTP,4,Tubular,9,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel VIL,2,7.65771
IN-1536236,RRL,Pune,2021-10-29,OD without DG,GBT,0,Tubular,40,Normal,3,16,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel,1,1.6895
IN-1809527,RRL,Raigad,2021-10-29,OD without DG,GBT,0,Angular,40,Normal,1,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.492056
IN-1378006,RRL,Raigad,2021-10-29,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,2.16623
IN-1377842,RRL,Raigad,2021-10-29,OD without DG,GBM,0,Tubular,30,Normal,1,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.81844
IN-1318568,RRL,South Goa,2021-10-29,OD with DG,GBM,0,Tubular,30,Normal,Non EB,Non EB,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,Airtel VIL,2,5.481513
IN-1306893,RRL,North Goa,2021-10-29,OD without DG,RTP,2,Tubular,4.5 1.5,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2, Airtel VIL Reliance Jio,3,6.643694
IN-1055120,RRL,Pune,2021-10-29,OD with DG,RTP,4,Tubular,6,Normal,3,22,Non AC,OD,DG,15,Mahindra,Delta,4000,1,Airtel,1,1.512
IN-1053964,RRL,Thane,2021-10-29,ID+OD with 3.76TR,GBT,0,Tubular,55,HUB,3,18,3.76,ID AC,DG,15,Eicher,Emerson,3200,1,Airtel,1,2.7588
IN-1086275,RRL,Thane,2021-10-29,OD with DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,DG,10,Mahindra,Delta,4000,1,Airtel,1,2.675392
IN-1292235,RRL,Nagpur,2021-10-29,OD without DG,RTP,4,Tubular,9,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,IIPMS Delta,4000,2,Airtel VIL,2,10.6218
IN-1266461,RRL,Nagpur,2021-10-29,Natural Cooling without DG,RTT,0,Angular,12,Normal,3,22,NCU,COD,Non DG,Non DG,Non DG,NexGen Emerson,4000,2,Airtel VIL BSNL,3,5.69313
IN-1250725,RRL,Pune,2021-10-29,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel VIL,2,4.76328
IN-1379457,RRL,Sangli,2021-10-29,OD without DG,GBM,0,Tubular,24,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.32518
IN-1378369,RRL,Sangli,2021-10-29,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.36817
IN-1980587,RRL,Sangli,2021-10-29,OD without DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.302
IN-1310145,RRL,Dhule,2021-10-29,OD without DG,RTT,0,Angular,18,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,2,Airtel VIL,2,7.9032
IN-1311385,RRL,Pune,2021-10-29,OD without DG,GBM,0,Tubular,40,Normal,3,16,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel VIL,2,4.6719
IN-1312068,RRL,Raigad,2021-10-29,OD without DG,RTP,3,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel VIL,2,7.854743
IN-1055297,RRL,Sangli,2021-10-29,OD with DG,RTT,0,Tubular,18,Normal,3,20,Non AC,OD,DG,15,Mahindra,Delta,4000,1,Airtel,1,4.6543
IN-1243818,RRL,Satara,2021-10-29,FCU with DG,GBT,0,Angular,50,Normal,3,16,FCU,COD,DG,15,Mahindra,NexGen Delta,4000,1,Airtel,1,3.30946
IN-1053065,RRL,Amravati,2021-10-29,OD with DG,GBT,0,Tubular,40,Hub,3,18,Non AC,OD,DG,15,Kirloskar,Delta,4000,1, Airtel VIL Reliance Jio,3,5.28105
IN-1107339,RRL,Amravati,2021-10-29,OD with DG,RTT,0,Angular,12,Normal,3,18,Non AC,OD,DG,15,Eicher,Emerson,3200,1,Airtel VIL,2,6.909
IN-1251469,RRL,Amravati,2021-10-29,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,7.904
IN-1093134,RRL,Nanded,2021-10-29,OD with DG,GBT,0,Tubular,50,Hub,3,18,Non AC,OD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.35904
IN-1093964,RRL,Nanded,2021-10-29,ID+OD with 3.76TR,GBT,0,Angular,50,Hub,3,18,3.76,ID AC,DG,25,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,7.752
IN-1093227,RRL,Nanded,2021-10-29,OD with DG,GBT,0,Tubular,50,Normal,3,18,Non AC,OD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,6.317028
IN-1117781,RRL,Nanded,2021-10-29,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,18,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,1,Airtel,1,2.31878
IN-1078371,RRL,Latur,2021-10-29,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel VIL,2,3.80955
IN-1092336,RRL,Latur,2021-10-29,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,4.35336
IN-1053358,RRL,Latur,2021-10-29,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,25,Kirloskar,Delta,4000,2,Airtel VIL,2,4.52981
IN-1366158,RRL,Pune,2021-10-29,OD without DG,RTP,4,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,2.698425
IN-1350349,RRL,Aurangabad,2021-10-30,OD without DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.49705
IN-1352733,RRL,Aurangabad,2021-10-30,OD without DG,RTT,0,Angular,12,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel VIL,2,4.32228
IN-1388130,RRL,Jalna,2021-10-30,OD without DG,RTT,0,Angular,15,Normal,3,24,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.6901
IN-1503949,RRL,Nanded,2021-10-30,OD without DG,RTP,2,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.2764
IN-1478468,RRL,Nanded,2021-10-30,OD without DG,GBT,0,Angular,18,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,0.9248
IN-1365730,RRL,Jalgaon,2021-10-30,OD without DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,3.80277
IN-1378518,RRL,Jalgaon,2021-10-30,OD without DG,GBM,0,Tubular,30,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.0431
IN-1338630,RRL,Nagpur,2021-10-30,OD without DG,GBM,0,Tubular,24,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,2,Airtel VIL,2,8.433504
IN-1382216,RRL,Pune,2021-10-30,OD without DG,RTP,3,Tubular,9,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.3104
